dimension_index,raw_activation,standardized_activation,absolute_standardized_activation
299,-0.13769531,-0.40169525,0.40169525
300,-0.0546875,-0.84904134,0.84904134
301,-0.14648438,-2.6156464,2.6156464
302,0.14746094,2.2090847,2.2090847
303,0.061279297,0.638882,0.638882
304,-0.13085938,-2.1046176,2.1046176
305,0.103515625,1.6574085,1.6574085
306,0.00390625,0.051122822,0.051122822
307,-0.015625,-0.5967012,0.5967012
308,-0.028320312,0.1052789,0.1052789
309,0.1875,1.3895758,1.3895758
310,-0.01574707,0.66005325,0.66005325
311,-0.030761719,0.2582455,0.2582455
312,0.083984375,0.040634044,0.040634044
313,-0.003967285,-0.18844502,0.18844502
314,-0.060058594,-1.3526505,1.3526505
315,-0.030761719,0.2623945,0.2623945
316,-0.09277344,-0.7856369,0.7856369
317,-0.008178711,0.11609222,0.11609222
318,0.022094727,-0.030920152,0.030920152
319,0.0027160645,-0.55962145,0.55962145
320,0.052490234,-0.33035415,0.33035415
321,0.0390625,0.17848319,0.17848319
322,0.14550781,-0.4272347,0.4272347
323,-0.052246094,-0.6234208,0.6234208
324,0.020996094,0.61249727,0.61249727
325,-0.09277344,-0.40204373,0.40204373
326,-0.02319336,-0.27272916,0.27272916
327,-0.027954102,-1.5340836,1.5340836
328,-0.11230469,-2.8247101,2.8247101
329,0.010253906,-0.059508212,0.059508212
330,-0.12695312,-1.3090936,1.3090936
331,0.01550293,-0.008841881,0.008841881
332,0.06347656,1.1236552,1.1236552
333,0.03173828,0.3808968,0.3808968
334,-0.055664062,-1.7457674,1.7457674
335,0.017578125,-0.02255944,0.02255944
336,-0.13085938,-1.6766155,1.6766155
337,-0.031982422,-0.033695493,0.033695493
338,0.048828125,1.2229831,1.2229831
339,0.041259766,0.37828374,0.37828374
340,0.0146484375,-0.388953,0.388953
341,-0.087890625,-1.2495961,1.2495961
342,0.064453125,0.26092643,0.26092643
343,-0.014160156,-0.5010328,0.5010328
344,0.06542969,0.60935533,0.60935533
345,-0.021118164,0.0034288904,0.0034288904
346,0.06347656,1.2044512,1.2044512
347,0.022827148,0.17348273,0.17348273
348,-0.11230469,-0.81080484,0.81080484
349,-0.061767578,-1.380432,1.380432
350,-0.067871094,-0.3451551,0.3451551
351,-0.1015625,-1.0590864,1.0590864
352,0.15722656,2.464162,2.464162
353,-0.119628906,-0.6310246,0.6310246
354,0.061035156,0.7000785,0.7000785
355,0.140625,1.4359009,1.4359009
356,-0.14160156,-2.7137728,2.7137728
357,0.057128906,0.79952693,0.79952693
358,0.010009766,0.77026993,0.77026993
359,-0.0107421875,0.5707946,0.5707946
360,0.08935547,0.3903982,0.3903982
361,-0.103515625,-1.450327,1.450327
362,-0.025390625,-1.2399669,1.2399669
363,0.036621094,-0.12624267,0.12624267
364,-0.0034179688,-0.2262563,0.2262563
365,-0.04296875,-0.6370994,0.6370994
366,0.15429688,1.1974244,1.1974244
367,0.064941406,0.5914667,0.5914667
368,-0.125,-1.6075624,1.6075624
369,0.05078125,0.3639797,0.3639797
370,-0.095214844,-1.5730411,1.5730411
371,0.09863281,0.2395881,0.2395881
