dimension_index,raw_activation,standardized_activation,absolute_standardized_activation
566,0.16113281,2.0555336,2.0555336
567,0.01184082,-0.25883636,0.25883636
568,-0.0076293945,-0.07381094,0.07381094
569,0.016479492,0.66237265,0.66237265
570,-0.031982422,-0.95817846,0.95817846
571,0.10986328,1.3466922,1.3466922
572,0.03466797,0.14425893,0.14425893
573,-0.009399414,0.16273575,0.16273575
574,0.06225586,0.1721737,0.1721737
575,-0.009643555,0.5458815,0.5458815
576,0.045166016,0.22292928,0.22292928
577,-0.52734375,-5.099279,5.099279
578,0.031982422,1.090179,1.090179
579,-0.038085938,-0.84102553,0.84102553
580,0.33789062,6.134095,6.134095
581,-0.037841797,-0.16889398,0.16889398
582,-0.030273438,-1.4118733,1.4118733
583,0.0146484375,0.5187882,0.5187882
584,0.0043640137,-0.111159906,0.111159906
585,-0.0007286072,0.1048417,0.1048417
586,0.015319824,0.3928488,0.3928488
587,-0.02368164,-0.043130696,0.043130696
588,-0.021972656,-0.93011564,0.93011564
589,0.020996094,-0.8407909,0.8407909
590,0.0004310608,-0.056729183,0.056729183
591,0.0060424805,0.40916228,0.40916228
592,-0.095214844,-1.5792753,1.5792753
593,0.13671875,2.717547,2.717547
594,0.039794922,1.1476598,1.1476598
595,-0.0039367676,0.13746977,0.13746977
596,-0.064453125,-0.5891796,0.5891796
597,0.00013542175,-0.062467117,0.062467117
598,0.08544922,-0.2331925,0.2331925
599,0.0010528564,-0.1095757,0.1095757
600,0.16015625,2.018357,2.018357
601,0.043701172,0.5804591,0.5804591
602,-0.052001953,-1.0942497,1.0942497
603,-0.079589844,-1.2913262,1.2913262
604,-0.17285156,-3.299646,3.299646
605,0.02331543,0.20519482,0.20519482
606,-0.080566406,-0.19346778,0.19346778
607,0.010681152,-0.53822505,0.53822505
608,-0.106933594,-1.157059,1.157059
609,0.0036010742,-0.10664066,0.10664066
610,0.057373047,0.5315913,0.5315913
611,0.0625,1.3809708,1.3809708
612,0.09326172,0.030492254,0.030492254
613,0.0076293945,0.63013035,0.63013035
614,0.023925781,-0.44574472,0.44574472
615,0.075683594,2.27967,2.27967
